leader,client,version,name,www_url,details,avatar_url,active_stake,active_stake_pct,commission,data_center_key,blocks,skipped,skip_rate,avg_compute_units,compute_units_p10,compute_units_p50,compute_units_p90,avg_txn,avg_vote,p50_included_votes,p90_included_votes,p99_included_votes,p999_included_votes,avg_user,avg_fee,fee_p10,fee_p50,fee_p90,avg_tips,tips_p10,tips_p50,tips_p90,rewards_p10,rewards_p50,rewards_p90,avg_reward,votes,missed_votes,avg_vote_latency,vote_latency_p90,vote_latency_p95,vote_latency_p99,lat1_vote_rate,low_latency_votes,lat2_vote_rate
FFevTkywysWf8PJvH4DZkEp4v9ks9HJPJhZWbhhJiYnr,Agave JitoBAM,4.0.3,Hinode Technologies,https://hinode-tech.com/en/,"Hinode Technologies is a joint venture between gC Labs (a subsidiary of gumi) and TIS. In addition to operating nodes, we support global Web3 projects entering Japan and help Japanese companies engage with the Web3 ecosystem.",https://arweave.net/c6m5xC1lo90_y7dC2Qp5eVs7R9cC3sLoIDwF3F5kCWg,157359112540956,0.00036860567963932056,5,214783-NL-Rotterdam,2240,1,0.0004464285714285714,31759166.84278696,19835922,28889976,49973599,1245.358195623046,712.8240285841894,710,722,778,1060,532.5341670388566,18946805.880750336,5694462,11330456,28602515,5765363.050468959,342150,1664448,8753856,6886026,13866757,36071199,24712168.931219295,6065183,315,1.0023761855165787,1,1,1,0.997894979109712,6064086,0.999767207902797
cybi55ebub37HZW9YmRaLh59Lh3kqaLTsEBQwW6vFkC,Agave JitoBAM,4.0.3,CyberAlex 👑 MEV,https://cybersol.club/,A professional validator welcomes you!,https://avatars.githubusercontent.com/u/70861928,156512478604922,0.00036662248290950735,0,20473-US-Dallas,2140,0,0.0,32826226.274299067,19955295,29063837,56008020,1249.3210280373833,710.3504672897196,709,725,789,900,538.9705607476635,18507463.97009346,5649088,10864432,27044797,5777224.4873831775,192337,1319818,7763973,6343903,13033128,35075214,24284688.457476635,6065484,14,1.0082270433818636,1,1,1,0.99344258295032,6061625,0.9993614704019356
8Nvaxzif1NrdvxNkRetjT8xJvd33EHkKVrfL8EDkgaNy,Agave Harmonic,4.0.3,South,https://x.com/SouthCloud0703,Fully committed to the prosperity of the Solana validator ecosystem,https://arweave.net/XH4uWh-_wVbN_RYZC1gw7FpaEZFHwzhugof7UZRv-wg,156380994428239,0.0003663144879448342,5,7979-HK-Asia/Hong_Kong,2256,0,0.0,28659847.501329787,12031093,27536011,47918173,1237.686170212766,699.0500886524823,711,734,972,1356,538.6360815602837,20993277.712322693,4852500,12724056,32900726,3594292.837765957,7518,1223228,7210182,5460247,14991666,39785192,24587570.55008865,6065180,318,1.022559099647496,1,1,2,0.9792467164279008,6058412,0.998831752973952
FNTPSUuRpDoJx1hwFmB5ncNLLMX42aE83P4hsFYUfNRL,Agave JitoBAM,4.0.3,Nodz,https://nodz.io,Nodz is a highly reliable Solana Validator,https://nodz.io/images/icon/nodz-400x400.png,156199229377264,0.0003658887126016244,0,204770-US-Chicago,1632,44,0.02696078431372549,32137180.088161208,20645442,28947813,48788510,1248.5850125944585,704.7065491183879,707,739,873,1146,543.8784634760706,27925154.851385392,6022450,12079314,33364575,5719210.899874056,385773,1795877,9295164,7167051,14636149,42669945,33644365.751259446,6055240,10258,1.0414639221566775,1,1,2,0.9677348834341384,6038984,0.9956287183673954
11AMA4mnNbsrPQeuoNN7uiZVJZtqEzQHrTfa5vnbcjk,Frankendancer Jito,0.913.40003,11ama Validator,,"The 11ama's groaning noises or going mwa (/mwaʰ/) is often a sign of fear or anger. Unhappy or agitated 11amas will lay their ears back, while ears being perked upwards is a sign of happiness or curiosity.",https://github.com/11ama28/11ama28/blob/main/11ama-360x360.png?raw=true,155794910633839,0.0003649416166069625,5,213896-DE-Frankfurt am Main,2036,20,0.009823182711198428,34131751.60664683,18680768,30310515,59829264,1264.8313492063492,700.266369047619,714,729,775,1108,564.5649801587301,19836600.314484127,5493107,11675520,31673954,3868277.837797619,147120,890024,7326473,6131836,13456933,37393420,23704878.152281743,6046717,18781,1.004474990312925,1,1,1,0.9940166495809576,6043651,0.9963981523034052
capyS1jerxhFp1RehdWRG6kbWi8bnWF3fkEG2RGLsQf,Agave Jito,4.1.0,capy,,,,155255856425577,0.00036367890967127655,5,396356-BR-São Paulo,2160,20,0.00925925925925926,33363980.697663553,19638551,29005767,58997490,1228.4378504672898,681.1051401869158,703,796,834,868,547.3327102803738,14992325.709813084,5341434,10649302,26193064,1580153.5294392523,941,476872,2839119,5797890,11652193,29063837,16572479.239252336,6011657,53841,1.0959129903785263,1,2,2,0.930620865755788,6005103,0.9900428621029964
Av8EnYrPBnSJHK5e2wmTdnCpSy7nzmBgyFaUKSyLnBfe,Agave JitoBAM,4.0.3,AndrewInUA,https://andrewinua.com,"Running a Solana validator — with heart and purpose. I believe in decentralization, community, and building bridges — between people, languages, and ecosystems.",https://raw.githubusercontent.com/AndrewInUA/AinUA/refs/heads/main/AinUA.png,154976678623447,0.0003630249499365484,0,20473-CA-Toronto,2224,0,0.0,33620530.67401079,20645442,30249955,55450730,1257.6025179856117,709.4680755395683,708,722,775,862,548.1344424460432,18492684.228866905,5926858,11536251,29297280,4848700.79811151,382699,1677817,8032487,7067411,14034161,38072596,23341385.02697842,6065478,20,1.0067158763085118,1,1,1,0.9945897270100492,6060826,0.9992297417293684
YuRBAsy9Stw1u46A8dMp7WQVBFweLP1PKuYibzYAMmQ,Agave JitoBAM,4.0.3,Yurbason,https://github.com/Yurbason,In PoS We Trust!,https://avatars.githubusercontent.com/u/52459938,154358230253314,0.0003615762662339419,0,48014-AL-Tirana,2176,0,0.0,34067909.92279412,21790946,31171203,53704397,1287.3699448529412,712.5836397058823,710,719,757,1143,574.7863051470588,21526903.47931985,6369329,12724056,31673954,6166585.530790441,345588,1718572,9020451,7444639,15203026,40833172,27693489.010110293,6065491,7,1.025364146117767,1,1,1,0.9966879883564383,6060574,0.9991881952644284
RAuSNo4DRjo83uGhdgg4fPqYBVszi1KsrQGpqcPHK1D,Agave JitoBAM,4.0.3,Hubra,https://hubra.app,Staking solutions,https://tinyurl.com/hubra-logo,153050138103197,0.0003585121272194362,5,29066-SG-Singapore,1516,0,0.0,29768794.699868076,18868512,27980131,44322605,1210.4017150395778,701.2467018469657,705,754,823,938,509.15501319261216,20961325.889841687,5962526,11840127,28261336,6792870.034960422,391212,2082343,10190891,7109943,14753708,39785192,27754195.92480211,6062454,3044,1.0689920286405472,1,2,2,0.9401526469879308,6057997,0.9987633332003408
PKdLMugp1Mf88Ji1GkdqRDBewaUh2cqg79CBEo6eJoQ,Frankendancer Jito,0.911.40002,PK,https://pkval.com,PK - Firedancer,http://kavehasi.com/PK/PK.png,151655428381034,0.00035524509096881133,5,29066-FR-Strasbourg,2280,0,0.0,33667899.775,19995246,29063837,59949043,1264.8425438596491,717.6179824561403,715,726,771,893,547.2245614035088,18851921.8004386,5694462,11128333,28431414,1546267.0271929824,147414,554047,3509572,6193462,12348003,30922828,20398188.827631578,6065216,282,1.0034132337578745,1,1,1,0.9975982186458556,6061808,0.9993916410490944
93Q99nhdKjuSe6WNXgMBbC3s8QVQEAoHKt91PNRkUkMn,Agave JitoBAM,4.0.3,STEALTH,https://x.com/stevlth_sol,"STEALTH validator is like a boundless space, and your stakes are like stars. Become one of these shiny stars. Stake now.",https://raw.githubusercontent.com/STEVLTH/solana-validator/main/icon.png,150956085388145,0.0003536069157463389,0,44486-DE-Frankfurt am Main,2132,0,0.0,30254694.824108817,17313638,28317916,48399759,1205.189962476548,710.5117260787993,709,723,769,968,494.6782363977486,16671012.44793621,5162878,10670622,25368154,7610746.992026267,263288,1470340,8343596,5986423,12981099,32249247,24281759.439962476,6065487,11,1.0031837509502537,1,1,1,0.9971130152874504,6064117,0.9997723187774524
BitokuDHQiAhpUKrwx1VssAAoW5Rst8zB6gpfoaxM3Kh,Agave JitoBAM,4.0.3,Xandeum Labs low fee + MEV = 🔥APY %,https://xandeum.ventures,"High performance validator run by the Xandeum team. Enterprise grade Antsle Two Plaid hardware, top tier datacenter with 10 Gbps connections, low commission",https://raw.githubusercontent.com/bernieblume/XAND-meta-2024/main/XandToken.png,149859459286449,0.00035103812514375676,5,13649-US-Las Vegas,2152,4,0.0018587360594795536,33237560.02932961,20604192,30371197,52013061,1255.044227188082,706.9110800744879,709,750,879,968,548.1331471135941,23695944.233705778,5938723,11816471,28204870,8836139.483240223,363307,1880417,8701490,7067411,14665451,36652980,32532083.716945995,6065134,364,1.009793518164644,1,1,1,0.990709583945127,6062441,0.9994960018122172
3V2xaccDpFib4DbTksdiveNDmiwpXBqSWyjSof3w1Bg7,Agave JitoBAM,4.0.3,Aurora Validator,http://auroravalidator.com,"Supporting Solana's decentralization from Draper, Utah with premium hardware and low commission. Feel free to reach out on X.",https://i.ibb.co/qBgQL8c/aurora.png,149090103291623,0.00034923594804210585,4,20473-PL-Warsaw,2040,0,0.0,31442216.569607843,20115578,28602515,47918173,1242.1406862745098,712.3137254901961,709,727,768,1140,529.8269607843138,19191718.792156864,5809498,11353140,27426087,5547088.919607843,320297,1664448,8129458,6899812,13922336,34380678,24738807.711764704,6065197,301,1.003161974788288,1,1,1,0.9970762499633172,6063888,0.9997345642517728
HwN6eoEe9N3kwHi66hpQDBMFPk6ASQGthWKPX5MZmisp,Agave JitoBAM,4.0.3,Solya,https://solya.studio,Verum in SOL,https://solya.studio/logo.jpg,148943997816685,0.0003488937034334593,0,20473-SG-Singapore,1588,0,0.0,32078800.044080604,20769687,29297280,48984055,1243.5396725440803,704.2455919395466,704,729,762,837,539.294080604534,18071030.932619646,6107357,11698895,28317916,6059110.32115869,366225,2037032,9771738,7239081,14636149,37318708,24130141.25377834,6065486,12,1.0170555170682118,1,1,2,0.9849065979413396,6057684,0.9987117298530146
2XmhZKHmfjku3T3nC9xKhgr5bm1CAmWXqNsNt49mo82C,Agave JitoBAM,4.0.3,Soldea Kitchen,https://www.soldeakitchen.com,A top performing validator on the Solana network. Looking after your stake and your health.,https://tinyurl.com/3jn7p2p5,148740319234035,0.00034841659676214317,5,20473-FR-Aubervilliers,2492,0,0.0,32276000.13964687,20399177,29122022,50576895,1248.55658105939,712.7447833065811,710,720,755,1054,535.811797752809,17027871.319823436,5763207,11330456,27316602,5219579.437800963,333368,1621730,9732729,6803888,14006121,35075214,22247450.7576244,6065491,7,1.0032193601474308,1,1,1,0.9971197748313494,6063964,0.9997470941380248
6xFDLX751L7H9d5fQT9sf2SM5RWWE9LDgqz25pPDbWoJ,Agave JitoBAM,4.0.3,TdrSys,https://www.tdrsys.com,"High performance, low commission validator. Highly reliable infrastructure, hot backup server for max uptime.",https://www.tdrsys.com/images/t_logo.png,148711827780881,0.0003483498569891223,0,206264-JP-Tokyo,1860,1,0.0005376344086021505,32766423.86767079,20358419,29650965,51392634,1256.2899408284025,703.4088219472835,705,729,779,1304,552.8811188811189,19884723.62022593,6119584,11840127,26403449,7577715.9569661105,372132,1899316,9501924,7253573,14724230,36799886,27462439.57719204,6065467,31,1.0301325520359768,1,1,2,0.971570347562558,6059095,0.9989443570832932
N43JWBg42ZoUFMkHsRUVbP7wGVdxaHKanqaF9BBNiFC,Agave JitoBAM,4.0.3,Quantix,https://www.quantix.team,High performance validator operated by web3 research team,https://i.ibb.co/hFpG1SB4/quantix-gitlab-logo.png,148498399676168,0.00034784991256060126,0,47447-DE-Europe/Berlin,2172,1,0.0004604051565377533,31369253.572086595,19995246,28488334,49180384,1233.2321510824504,711.4306771073238,710,719,754,861,521.8014739751267,18348641.507600185,5903197,11039661,27207554,6354708.274988485,326767,1605594,7702109,6858537,13430046,33699895,24703349.78258867,6065223,275,1.0016960629477267,1,1,1,0.9985531278717756,6064355,0.9998115571054512
8ebFZA8NPLBZD91CwsG1HWQsa2B5Ludgdyf5Hi3sYhhs,Agave JitoBAM,4.0.3,stake.systems,https://stake.systems,building infrastructure to support awesome projects running in the blockchain landscape,https://www.stakesystems.io/assets/images/logo_red.png,148393559364820,0.0003476043294888998,0,206264-NL-Europe/Amsterdam,2228,0,0.0,31174920.68043088,19955295,28204870,48788510,1232.2208258527828,711.8931777378815,709,719,781,1025,520.3276481149013,22455562.93850987,5891403,11421464,30068998,5350024.34470377,366225,1732376,9989098,6872268,13811401,40833172,27805587.283213645,6065489,9,1.0047603746375602,1,1,1,0.997356029133964,6061623,0.9993611406680868
BSGMRbK97DcgLe4u4kfNQnmTVZGVnwdtKQBJqWRBTZxU,Agave JitoBAM,4.1.0,Black Sea Gold,https://blackseagold.io,Highly available and secure Solana validator,https://blackseagold.io/logo,147465517043634,0.00034543043777706273,5,204770-US-Chicago,2124,0,0.0,32687391.901600752,20645442,29297280,52326078,1246.1572504708097,709.7867231638418,708,725,763,862,536.370527306968,24374049.87947269,5867884,11605677,27701724,3342040.7080979287,370646,1698072,7842003,6858537,14232021,34795732,27716090.587570623,6065485,13,1.0115319714746636,1,1,1,0.9915325996315554,6053936,0.9980938086204958
dcntruDNP5SEcGV4RxnsqXFURdDZGT3DTQv68Q8H7Vu,Agave JitoBAM,4.0.3,Decentra,https://decentra.cloud/,"Crypto Infrastructure, Redefined",https://i.ibb.co/v6ZDhGL4/pfp-black.png,146095542578190,0.0003422213426012618,5,402479-HK-Tsuen Wan,2300,0,0.0,34740538.50347826,21189262,31358793,58410455,1264.7617391304348,704.1647826086956,707,738,831,1145,560.5969565217391,18386231.486086957,5938723,11769299,28774646,2729558.1504347827,240627,1057062,5717285,6629267,13619389,32834990,21115789.636521734,6065139,359,1.025679543370729,1,1,2,0.9752763911553513,6060810,0.9992271038585784
SyndicAgdEphcy5xhAKZAomTYhcF8xhC7za2UD9xeug,Agave Jito,4.0.3,Syndica,https://syndica.io,Enterprise-grade Solana RPC & APIs. Syndica is building Sig: a read-optimized Solana validator client written in Zig.,https://images.syndica.io/icon.png,145793515447163,0.0003415138594812566,0,16276-EN-London,2200,8,0.003636363636363637,34715062.75775547,20978426,30432000,58410455,1289.490875912409,711.3471715328467,709,719,758,1005,578.143704379562,26166080.26687956,5974463,12225139,31673954,2538401.590328467,225709,797314,4588229,6763187,13646655,35640931,28704481.85720803,6013998,51500,1.005353011424347,1,1,1,0.9881332085180804,6007636,0.990460470022412
Hj2jzpAp57KyM3SmnYwJbDVrQ8tTWizMon2hhzYzwxet,Agave JitoBAM,4.0.3,A Unicorn Julia,https://keybase.io/julia_ju,"Reliable Validator, participant of Solana Program from the early phases of Testnet and Mainnet. Contact me via Keybase messenger",https://s3.amazonaws.com/keybase_processed_uploads/127dc934642b7ae27de0a2314cba6605_360_360.jpg,145492418099396,0.0003408085543310235,5,44486-DE-Frankfurt am Main,1984,1,0.0005040322580645161,31305869.44679778,19835922,28431414,48496656,1230.4715078164395,711.5320221886032,709,720,767,1081,518.9394856278366,18627104.68482098,5879632,11421464,28717155,6508018.240544629,319018,1586442,7936674,6899812,13701351,35855420,25135122.92536561,6065229,269,1.003334746305539,1,1,1,0.997663505947904,6061906,0.999407798007682
CLsFr1KZVbAyz16iFpwg2e4hiekR1unpwyxfNdjBMaoE,Agave Harmonic,4.0.3,Vault,https://solscan.io/account/9bb63m29Xy1KiWqijLs3f8adTE4KcSmVkt1qPxGkbkna,Performance maxi,https://arweave.net/7YthXov9-zRgeTX4fDx04qVlO6rodbtffTLdHQ3-1gE,145252491414956,0.000340246538333643,5,7979-HK-Asia/Hong_Kong,2016,0,0.0,29272107.879464287,12724056,27980131,48886185,1252.40873015873,705.5922619047619,712,738,949,1822,546.8164682539683,24819161.532738097,4950527,12903446,29948962,3201097.5694444445,78669,1322460,6763187,5405917,14842496,35999129,28020259.10218254,6065031,467,1.024664342193799,1,1,2,0.9802349287725428,6057937,0.9987534411848789
6qwYjs5vCSEKaTMBbHinnW8fvdGj1r8cpzPoAV1EHKsw,Agave JitoBAM,4.1.0,Fast Runner,https://fast-runner.vercel.app,"Fast Runner: Speeding Up Solana, One Block at a Time.",https://i.postimg.cc/Y0fDnQm4/Fast-Runner-Logo.png,144330509062688,0.0003380868417893151,5,174-US-Sunrise,1268,0,0.0,40737188.526025236,24130935,38225192,59949043,1360.5291798107255,695.5165615141956,690,712,750,1018,665.0126182965299,30945738.238170348,7181399,15294518,41161147,6998290.358832807,458174,2429034,11467241,8649437,19020066,50374992,37944028.597003154,6065488,10,1.002414809822392,1,1,1,0.9977841885365388,6064606,0.9998529387034668
2AKKnirWVZMhnzuwqpizw9SwfZjGpRFLx2zCCNtPWpbc,Agave JitoBAM,4.0.3,The Chimpions,https://chimpions.co/,Chimpions love solana and art,https://pbs.twimg.com/profile_images/1587599356978499584/hMGpLXFx_400x400.jpg,144222410949835,0.0003378336274840709,0,396356-SG-Asia/Singapore,2036,0,0.0,33548590.37917485,20480937,30068998,57945036,1261.9950884086445,707.3109037328094,706,732,775,903,554.684184675835,18434794.792239685,5879632,11513202,28602515,4105805.4729862474,315844,1354583,7686720,6776727,13565020,36143414,22540600.265225932,6065365,133,1.0153385657746896,1,1,2,0.9858405690678655,6061058,0.9992679908558209
CTwsruptUccEtZGNxBDbuusHYxkBX3P6ndrxVjSG213y,Agave JitoBAM,4.0.3,CryptoVik,https://cryptovik.info,"CryptoVik is an experienced Solana validator offering top-tier performance for maximized rewards. With 100% uptime, secure infrastructure, and an eco-friendly data center, staking with CryptoVik is both profitable and reliable.",https://cryptovik.info/CryptoVik.png,142904508875986,0.0003347465092245373,0,216444-SG-Singapore,2040,0,0.0,32544996.693137255,20236634,29650965,50779608,1243.894117647059,705.6632352941176,706,730,760,893,538.2308823529412,19116964.951960783,6181087,11582489,28545368,4892144.981372549,357540,1785134,9578244,7138440,14403834,37095466,24009109.933333337,6065487,11,1.0221461195119206,1,1,2,0.9849272063068852,6059422,0.9989982685675604
8aySXUFrqJz5kath6aVijrkBH8ZtxMWJGhYXwYBpKmHK,Agave JitoBAM,4.0.3,L0vd 0% fee +MEV,https://l0vd.com,Professional validating and staking services provider. More than 50 networks contributed. TOP APY. With L0ve.,https://s3.amazonaws.com/keybase_processed_uploads/555e844f4764c6557c943707a6283c05_360_360.jpg,142378355240853,0.0003335140212221509,0,34989-NO-Oslo,2052,1,0.0004873294346978557,30964701.629936617,20035277,28717155,46688357,1234.8464163822523,711.6304241833252,710,723,776,914,523.2159921989273,16836422.31009264,5950612,11536251,27536011,7174117.145294978,322870,1701472,8410612,6941336,14006121,34449508,24010539.455387615,6065226,272,1.0037022528097057,1,1,1,0.9969522700361948,6063385,0.9996516361888176
8augxYLUge2iWmitQMwbcBL5VQEpsM6aJdRofhwpnzyw,Agave JitoBAM,4.0.3,Stake.Cake,https://stakecake.com,Zero-fee. Reliable. Decentralized.,https://stakecake.com/img/validator-icon.png,141382728827655,0.00033118181722851067,0,206264-JP-Tokyo,2068,0,0.0,33054528.90425532,20399177,30008920,52746365,1259.4835589941972,706.3225338491296,706,732,773,993,553.1610251450677,21110180.671179883,5998408,11911382,28659778,5184325.9124758225,381934,1891734,9578244,7081560,14783245,37468282,26294506.583655708,6065386,112,1.0300470571864675,1,1,2,0.9711139959159164,6061210,0.9992930506283244
Ee8dX3qtwrDRnxYK6NGQfmMeKT3Qpp2QZHpxiAiw23W9,Agave JitoBAM,4.0.3,StakeNode777,https://stakenode777.com,Secure Non-Custodial Staking Services. Professional team - a reliable validator! Stake with us!,https://stakenode777.com/images/icons/favicon.png,140058335871953,0.00032807949440993855,0,20473-US-Los Angeles,2176,1,0.00045955882352941176,33170462.782988507,20358419,29889124,55339940,1248.8128735632183,708.7048275862069,707,724,760,953,540.1080459770114,18918719.59172414,5998408,11513202,27536011,4630798.286436781,358256,1722013,8984441,7011097,14146885,34865393,23549517.87816092,6065485,13,1.0087864366987966,1,1,1,0.992754428408022,6059800,0.99906058826497
MagiCBYNPD9iTBXqiFybAFCREQzG6MSM4LmFLXQZxuV,Agave JitoBAM,4.0.3,Magic Eden Validator,https://MagicEden.io/,This 0% commission validator operated by Magic Eden is a community-first validator. 100% of revenue generated from its operation goes to support ME stakers. Earn on your meSOL and on your ME by staking with Magic Eden.,https://i.ibb.co/Nn1j8fdB/magiceden.png,138971072070825,0.00032553263451799735,0,396356-SG-Asia/Singapore,2784,0,0.0,32458647.420617815,20196202,29769807,51289952,1248.5319683908046,706.701867816092,707,730,761,850,541.8301005747127,19896853.574712645,5950612,11536251,27536011,5835474.372485632,369167,1988725,9655178,7039198,14636149,35927203,25732327.947198275,6065069,429,1.0146875493090022,1,1,2,0.986139637668663,6060851,0.9992338634024774
7Nn8qBJey7vXtVFMNBbbuN8UkujU8Y6nWzbHVGuf49yV,Agave JitoBAM,4.1.0,livechanger,,Intresting future!,https://i.postimg.cc/SsRzFjH3/Chat-GPT-Image-Oct-22-2025-10-23-04-AM.png,138314218459727,0.00032399398850104487,0,20473-US-Los Angeles,1740,0,0.0,38744656.101149425,20236634,38301718,59829264,1278.4752873563218,709.5356321839081,708,730,763,1133,568.9396551724138,22632740.095977012,5915016,13243335,39785192,207768.51781609195,0,18789,470243,6022450,13456933,40265490,22840508.613793105,6065472,26,1.0078132419043395,1,1,1,0.9928998410353116,6062427,0.999493693675276
MCFmmmXdzTKjBEoMggi8JGFJmd856uYSowuH2sCU5kx,Agave JitoBAM,4.0.2,MCF,https://mcf.rocks,🐸 The MCF Validator 🐸,https://s3.amazonaws.com/keybase_processed_uploads/8ba56e1c07b0d706136b08f1b9428d05_360_360.jpg,138174542585576,0.0003236668049036714,4,395201-JP-Asia/Tokyo,1908,0,0.0,32435641.157232706,20399177,29122022,52326078,1242.3107966457023,706.7992662473795,706,734,800,1184,535.5115303983229,16642133.392033543,5938723,11421464,26456309,4816362.509958072,374371,1846873,9732729,7039198,14062257,34380678,21458495.901991613,6065352,146,1.0382983543246955,1,1,2,0.9767616772769524,6060108,0.9991113672776744
7PpXQgDb9eCHN1Uudgi77Wm89cRz4T85YgDw83qvaJXd,Agave JitoBAM,4.0.3,Nodance 💃 00,https://nodance.pro,Stability in Every Step. Keeping Blockchains in Perfect Rhythm with Nodance Validator.,https://tinyurl.com/5dkrmxkr,137592704331998,0.00032230387852821634,0,20473-US-Los Angeles,1864,0,0.0,34559850.47800429,20728189,30799384,58879613,1282.7092274678112,709.3884120171674,708,724,760,1032,573.3208154506437,17518349.64270386,6131836,12397494,29355933,5163338.131974249,367693,1957159,10713390,7195776,15294518,37996527,22681687.77467811,6065450,48,1.0084028390309046,1,1,1,0.9931560442357742,6059901,0.9990772398243308
DeXsDvvZzKhVux4YfDFE6p4acJLGzr8yKt5pSTjzZB8t,Agave JitoBAM,4.0.3,LootGo,https://www.lootgo.app/,The real-world crypto treasure hunt,https://arweave.net/ET-SWvXDaz5I92J5h-oO5KE-E_-2cYf6nesRZbOaXfY,137414631301703,0.0003218867515547769,5,216444-SG-Singapore,2184,0,0.0,32340978.802197803,20563025,29889124,49674655,1240.30173992674,704.7600732600732,705,730,776,992,535.5416666666666,17647963.05540293,5998408,11536251,26509274,4910269.726648352,387319,1899316,9635886,7124177,14346334,35927203,22558232.782051284,6065211,287,1.023586648510662,1,1,2,0.987019037843224,6058811,0.9988975348767736
73hojLdq1vZDSxeVQEqVFJ4iwLngdvEJPEpEHkSdv6BZ,Frankendancer Harmonic,0.912.40003,SuperteamDE x Staking Facilities | Public Goods Validator,https://de.superteam.fun/,"Run by Staking Facilities, our high performance validator is dedicated to funding public good projects and initiatives. Open to staking from all users and communities.",https://shorturl.at/amNQ4,136734664089171,0.00032029396310763453,5,174-DE-Munich,2624,44,0.01676829268292683,35280022.23372093,21660592,32249247,57829261,1352.9325581395349,719.0728682170543,715,731,869,1404,633.8596899224806,24530358.07248062,7253573,15051753,37844844,3984731.327906977,369167,1393047,7025133,8277113,17417832,44057465,28515089.400387596,6064905,593,1.00735180518079,1,1,1,0.9956951597379144,6055292,0.9983173681699344
7MTjmteQHhthwwTZhUzsc2dP4NBvGNRqj8jzdqNxHFGE,Frankendancer Jito,0.912.40003,WEB34EVER ∞ POSTHUMAN,https://web34ever.com,"Slot by slot, block by block, we keep the ledger turning. Performance-engineered, built for the long haul. Your stake, our craft ∞ FOREVER",https://ik.imagekit.io/txuplcwbq/web3-logo.png,136052666038003,0.0003186964175247688,0,206264-HK-Hong Kong,2996,0,0.0,32558825.32910547,17628105,28092276,59709725,1220.3421228304403,685.2049399198931,696,742,851,1041,535.1371829105474,15906729.557076102,5121739,10313919,25571914,1610394.8604806408,1880,359692,3638218,5471179,11285225,29180325,17517124.417556744,6065480,18,1.0227729709767406,1,1,2,0.9795146251799934,6056991,0.9985974770744298
8T8AJfUCXwPFwEMmjca8gCRSktPrqbUBVa6ggNyhLhFJ,Agave Harmonic,4.0.3,StudentSOL,https://v0-solana-validator-lp.vercel.app/,Onboarding students to Solana - Hackathon・Workshop,https://arweave.net/u602MRPg8uCRByaC_t8Cu_JddNOrZCSffej9hnKozro,136032083221869,0.000318648203329814,5,7979-HK-Asia/Hong_Kong,1976,0,0.0,29364789.847672064,12929279,28602515,48303056,1209.2672064777328,665.8223684210526,698,732,1060,1439,543.4448380566802,20931156.2145749,4881703,12877665,32184813,2728244.269230769,37609,1441225,6168737,5526165,15021679,38225192,23659400.483805668,6065015,483,1.025998451776294,1,1,2,0.9787728888872768,6057899,0.9987471762417528
5aD6KB8g4MPt3xJafmMmun86hHMDnoFiGbd5gYiMFZw7,Agave JitoBAM,4.0.3,Daiko,https://www.daiko.ai/,A Vibe Trading App. Know When to Sell and Why,https://arweave.net/0Xk9XZUNfj9_kv_q5YOy6HViYkLTKfua9QoDED833ZU,134755463010141,0.00031565778572268104,5,216444-SG-Singapore,1928,0,0.0,33079334.324170124,20728189,29769807,53383135,1251.5866182572613,705.1851659751037,706,729,780,1004,546.4014522821577,19198760.83039419,6119584,11745784,27980131,6102848.8983402485,352570,1957159,10438431,7239081,14403834,37618455,25301609.72873444,6065180,318,1.0218819556880423,1,1,2,0.9854308747608194,6059416,0.998997279366014
ECZx4Dfyn2o55KTYbM9r3Dt4VZRcrdfdrst7sUbWgrdU,Frankendancer Jito,0.911.40002,Orca,https://orca.so,Solana’s premier liquidity layer.,http://bit.ly/4pwecAQ,134196281840851,0.00031434793240933066,0,25645-US-Bloomfield,1736,1,0.000576036866359447,34832380.72449568,20196202,29948962,59949043,1294.4380403458213,717.986167146974,715,728,779,1188,576.4518731988472,18149165.530835737,5592879,11513202,28374608,2269995.534870317,218164,738964,5950612,6205861,13111562,33032592,20419161.065706052,6065175,323,1.0050855911000094,1,1,1,0.9961780549593784,6060998,0.999258098840359
3x9nibnhgBHWKMRiGnsXJELRBjviQpKyigfrXtKW27KJ,Agave Jito,4.0.3,Staking kiwi validator,https://solanastaking.kiwi/,Stake and support https://staking.kiwi,https://s3.amazonaws.com/keybase_processed_uploads/ce3631f9853bc1e56e9fb1e404e7b905_360_360.jpg,133926482898895,0.00031371594217527427,4,395201-DE-Fechenheim,1672,1,0.0005980861244019139,29614707.634949133,16370722,25015475,58761972,1222.4841412327946,710.0724117295033,708,719,747,859,512.4117295032914,18610909.839616995,5352127,10799441,26990762,10452104.275882704,565239,2468212,12127728,6629267,14175207,38686657,29063014.1154997,6065494,4,1.003671423959862,1,1,1,0.9973449830500316,6061931,0.9994119196807912
